CL,CD,aoa
-0.09999989561132601,0.07311065309660152,-4.899328101310155
0.08648652661186279,0.052945258966302186,-1.9798614727392547
0.46486494135386314,0.04843192628324135,3.053694290704481
0.6756755947979644,0.06421637996302657,6.04026783780421
0.8621622026010177,0.08170237956021868,9.02684599326258
1.0324324706769314,0.10600706236966365,11.979866081097894
1.13243245907819,0.12310883205338634,13.95973216219579
1.237837878590173,0.14413199452399744,16.006712074360475
1.2864865266118626,0.15490563256819245,17.01342184454163
1.1081080886723789,0.19281212679574952,18.02013161472279
1.13243245907819,0.21441074900333865,19.999997695820685
1.1270270279674657,0.21481480068630648,21.946305709295526
1.1459459672625518,0.27283952501085074,24.060399452526994
